date,sku_id,region,category,units_ordered,transaction_price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption_index,year,month,quarter,week_number,day_of_week,year_week,is_weekend,unit_cost_usd,selling_price_usd,gross_margin_usd,margin_pct,cube_ft,volume_m3,target_service_level,stockout_penalty_usd,holding_cost_daily_usd,home_warehouse_id,home_wh_capacity,home_wh_fixed_cost_usd,home_ship_cost_usd,home_lead_time_days,home_carbon_kg_per_unit,home_lane_efficiency
2025-05-18,SKU-101402,South,PET,29.0,131.68,0,0,0,-0.92,2025,5,2,20,6,2025-W20,1,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-03,SKU-101403,East,HOME,18.0,128.06,0,0,0,2.05,2025,7,3,27,3,2025-W27,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-13,SKU-101404,West,ELECTRONICS,63.0,44.03,0,0,0,0.42,2025,6,2,24,4,2025-W24,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-04,SKU-101405,North,TOYS,24.0,153.8,0,0,1,0.35,2024,10,4,40,4,2024-W40,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-08,SKU-101406,East,TOYS,26.0,131.43,1,0,0,-0.61,2025,1,1,2,2,2025-W02,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-05,SKU-101407,West,BEAUTY,37.0,85.4,0,0,0,-0.21,2025,5,2,19,0,2025-W19,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-01,SKU-101408,East,ELECTRONICS,35.0,32.17,1,0,0,0.39,2025,2,1,5,5,2025-W05,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-28,SKU-101409,South,HOME,44.0,178.53,0,0,0,0.03,2025,2,1,9,4,2025-W09,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-25,SKU-101410,East,ELECTRONICS,41.0,129.32,1,0,1,1.25,2025,1,1,4,5,2025-W04,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-03-13,SKU-101411,East,KITCHEN,32.0,88.38,0,0,0,-1.56,2025,3,1,11,3,2025-W11,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-15,SKU-101412,South,ELECTRONICS,24.0,138.12,0,0,0,1.28,2024,10,4,42,1,2024-W42,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-03-11,SKU-101413,South,ELECTRONICS,32.0,136.9,0,0,0,-0.02,2025,3,1,11,1,2025-W11,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-06,SKU-101414,North,PET,29.0,130.77,0,0,0,2.2,2024,12,4,49,4,2024-W49,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-11,SKU-101415,West,KITCHEN,26.0,31.77,1,0,0,2.15,2025,1,1,2,5,2025-W02,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-09,SKU-101416,South,KITCHEN,49.0,43.82,1,0,0,-0.61,2025,1,1,2,3,2025-W02,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-15,SKU-101417,East,TOYS,81.0,45.23,0,0,0,1.23,2025,5,2,20,3,2025-W20,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-21,SKU-101418,East,PET,39.0,110.81,1,0,0,-1.22,2025,1,1,4,1,2025-W04,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-06,SKU-101419,South,ELECTRONICS,30.0,128.35,0,0,0,-0.05,2025,6,2,23,4,2025-W23,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-09,SKU-101420,East,PET,41.0,32.01,0,0,0,0.31,2025,7,3,28,2,2025-W28,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-12-24,SKU-101421,East,HOME,55.0,128.09,0,0,0,-0.18,2024,12,4,52,1,2024-W52,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-21,SKU-101422,West,ELECTRONICS,35.0,190.52,0,0,0,0.42,2024,10,4,43,0,2024-W43,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-10,SKU-101423,East,TOYS,96.0,94.82,0,0,1,-1.16,2025,5,2,19,5,2025-W19,1,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-07,SKU-101424,West,TOYS,37.0,126.04,0,0,0,-0.92,2025,4,2,15,0,2025-W15,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-09-13,SKU-101425,South,BEAUTY,33.0,177.19,0,1,0,0.21,2024,9,3,37,4,2024-W37,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-15,SKU-101426,North,ELECTRONICS,51.0,122.54,0,0,0,0.71,2025,4,2,16,1,2025-W16,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-08-10,SKU-101427,West,HOME,30.0,86.3,0,0,0,-0.44,2025,8,3,32,6,2025-W32,1,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-17,SKU-101428,East,ELECTRONICS,62.0,184.82,0,0,0,1.39,2025,5,2,20,5,2025-W20,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-21,SKU-101429,East,KITCHEN,51.0,195.38,0,0,0,0.42,2024,10,4,43,0,2024-W43,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-17,SKU-101430,East,ELECTRONICS,68.0,34.23,0,1,0,0.17,2024,9,3,38,1,2024-W38,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-07-31,SKU-101431,South,ELECTRONICS,43.0,92.9,0,0,0,1.66,2025,7,3,31,3,2025-W31,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-19,SKU-101432,South,PET,30.0,31.51,0,0,0,-0.47,2025,4,2,16,5,2025-W16,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-09-18,SKU-101433,South,KITCHEN,45.0,149.13,0,1,0,-0.34,2024,9,3,38,2,2024-W38,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-06,SKU-101434,East,KITCHEN,42.0,122.5,0,0,0,1.12,2025,7,3,27,6,2025-W27,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-11,SKU-101435,East,TOYS,70.0,163.53,0,0,0,1.78,2025,6,2,24,2,2025-W24,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-07-15,SKU-101436,South,PET,51.0,162.38,0,0,0,0.86,2025,7,3,29,1,2025-W29,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-19,SKU-101437,East,ELECTRONICS,55.0,120.34,0,0,0,-0.92,2025,5,2,21,0,2025-W21,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-08-22,SKU-101438,West,PET,44.0,40.56,0,0,0,-0.01,2025,8,3,34,4,2025-W34,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-12,SKU-101439,North,HOME,45.0,41.84,0,0,0,-0.5,2024,12,4,50,3,2024-W50,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-09-16,SKU-101440,North,ELECTRONICS,38.0,123.15,0,1,0,-0.92,2024,9,3,38,0,2024-W38,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-11-23,SKU-101441,East,TOYS,39.0,186.16,0,0,0,-0.97,2024,11,4,47,5,2024-W47,1,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-07-01,SKU-101442,North,TOYS,58.0,94.33,0,0,0,-0.03,2025,7,3,27,1,2025-W27,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-11,SKU-101443,East,BEAUTY,80.0,193.75,0,0,1,-1.16,2025,5,2,19,6,2025-W19,1,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-21,SKU-101444,South,ELECTRONICS,42.0,129.61,0,0,0,1.45,2025,4,2,17,0,2025-W17,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-10-06,SKU-101445,East,HOME,58.0,180.78,0,0,1,0.35,2024,10,4,40,6,2024-W40,1,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-19,SKU-101446,West,ELECTRONICS,36.0,130.42,1,0,0,1.54,2025,1,1,3,6,2025-W03,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-07-01,SKU-101447,South,KITCHEN,31.0,134.11,0,0,0,-0.03,2025,7,3,27,1,2025-W27,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-06,SKU-101448,North,ELECTRONICS,82.0,187.82,0,0,0,-1.26,2025,7,3,27,6,2025-W27,1,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-03-30,SKU-101449,South,ELECTRONICS,44.0,31.16,0,0,0,0.26,2025,3,1,13,6,2025-W13,1,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-11-15,SKU-101450,East,PET,75.0,76.47,0,0,0,0.36,2024,11,4,46,4,2024-W46,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-16,SKU-101451,North,KITCHEN,68.0,73.93,0,0,0,1.23,2025,5,2,20,4,2025-W20,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-09-12,SKU-101452,North,KITCHEN,38.0,132.84,0,1,0,0.79,2024,9,3,37,3,2024-W37,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-18,SKU-101453,North,TOYS,72.0,192.66,0,0,0,1.39,2025,5,2,20,6,2025-W20,1,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-20,SKU-101454,North,PET,34.0,152.72,0,0,0,-0.92,2025,5,2,21,1,2025-W21,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-08-05,SKU-101455,North,ELECTRONICS,61.0,41.26,0,0,0,0.98,2025,8,3,32,1,2025-W32,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-08-04,SKU-101456,North,PET,30.0,145.41,0,0,0,1.12,2025,8,3,32,0,2025-W32,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-30,SKU-101457,West,HOME,41.0,120.12,0,0,0,-0.46,2025,5,2,22,4,2025-W22,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-12,SKU-101458,West,ELECTRONICS,52.0,191.61,0,0,0,-1.08,2024,12,4,50,3,2024-W50,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-09-20,SKU-101459,North,TOYS,57.0,44.32,0,1,0,-0.52,2024,9,3,38,4,2024-W38,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-03,SKU-101460,East,TOYS,42.0,150.28,0,0,0,-0.53,2025,5,2,18,5,2025-W18,1,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-12,SKU-101461,South,BEAUTY,25.0,119.65,0,0,0,0.31,2024,10,4,41,5,2024-W41,1,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-10-09,SKU-101462,West,ELECTRONICS,36.0,132.31,0,0,1,-0.55,2024,10,4,41,2,2024-W41,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-08-10,SKU-101463,South,HOME,30.0,125.37,0,0,0,-1.73,2025,8,3,32,6,2025-W32,1,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-09-29,SKU-101464,West,ELECTRONICS,30.0,129.32,0,1,0,-1.09,2024,9,3,39,6,2024-W39,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-07-09,SKU-101465,East,KITCHEN,51.0,31.68,0,0,0,-1.69,2025,7,3,28,2,2025-W28,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-10,SKU-101466,North,ELECTRONICS,31.0,87.34,1,0,0,-2.15,2025,1,1,2,4,2025-W02,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-12-27,SKU-101467,East,ELECTRONICS,39.0,33.06,0,0,0,0.12,2024,12,4,52,4,2024-W52,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-12-16,SKU-101468,North,PET,48.0,192.12,0,0,0,0.22,2024,12,4,51,0,2024-W51,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-07-15,SKU-101469,West,KITCHEN,41.0,123.37,0,0,0,2.27,2025,7,3,29,1,2025-W29,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-07,SKU-101470,South,KITCHEN,23.0,86.45,0,0,0,1.67,2024,12,4,49,5,2024-W49,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-24,SKU-101471,South,TOYS,44.0,32.13,1,0,0,1.41,2025,1,1,4,4,2025-W04,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-27,SKU-101472,West,PET,39.0,32.09,1,0,0,-0.17,2025,1,1,5,0,2025-W05,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-31,SKU-101473,East,ELECTRONICS,55.0,184.3,0,0,0,0.47,2024,10,4,44,3,2024-W44,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-12-20,SKU-101474,North,PET,57.0,42.31,0,0,1,0.92,2024,12,4,51,4,2024-W51,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-16,SKU-101475,East,HOME,47.0,159.85,1,0,0,-1.1,2025,1,1,3,3,2025-W03,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-02,SKU-101476,North,ELECTRONICS,53.0,158.54,1,0,0,-0.04,2025,1,1,1,3,2025-W01,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-04,SKU-101477,North,TOYS,30.0,124.91,0,0,0,0.13,2025,4,2,14,4,2025-W14,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-23,SKU-101478,East,TOYS,42.0,155.5,0,0,0,0.66,2025,5,2,21,4,2025-W21,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-13,SKU-101479,West,BEAUTY,44.0,31.13,0,0,0,1.07,2025,5,2,20,1,2025-W20,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-19,SKU-101480,East,ELECTRONICS,37.0,134.37,0,0,0,1.58,2025,3,1,12,2,2025-W12,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-11-19,SKU-101481,West,HOME,46.0,42.44,0,0,0,0.41,2024,11,4,47,1,2024-W47,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-09-10,SKU-101482,South,ELECTRONICS,30.0,129.1,0,1,0,-2.39,2024,9,3,37,1,2024-W37,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-22,SKU-101483,West,KITCHEN,58.0,175.98,0,0,0,0.04,2025,5,2,21,3,2025-W21,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-11,SKU-101484,West,ELECTRONICS,42.0,193.11,1,0,0,-0.61,2025,1,1,2,5,2025-W02,1,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-31,SKU-101485,West,ELECTRONICS,36.0,131.98,0,0,0,0.47,2024,10,4,44,3,2024-W44,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-06-21,SKU-101486,South,PET,50.0,163.29,0,0,0,0.62,2025,6,2,25,5,2025-W25,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-02-15,SKU-101487,East,KITCHEN,48.0,193.09,1,0,0,-1.39,2025,2,1,7,5,2025-W07,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-10,SKU-101488,West,KITCHEN,29.0,157.99,0,1,0,0.0,2024,9,3,37,1,2024-W37,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-07-18,SKU-101489,West,TOYS,47.0,30.84,0,0,0,0.86,2025,7,3,29,4,2025-W29,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-20,SKU-101490,West,PET,43.0,42.45,0,0,0,1.08,2024,10,4,42,6,2024-W42,1,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-04-10,SKU-101491,East,ELECTRONICS,72.0,202.57,0,0,0,-0.92,2025,4,2,15,3,2025-W15,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-11-07,SKU-101492,North,PET,24.0,123.42,0,0,0,0.14,2024,11,4,45,3,2024-W45,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-04,SKU-101493,West,HOME,49.0,34.48,0,0,0,0.48,2025,4,2,14,4,2025-W14,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-07-02,SKU-101494,East,ELECTRONICS,47.0,157.8,0,0,0,0.48,2025,7,3,27,2,2025-W27,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-22,SKU-101495,North,TOYS,48.0,31.18,1,0,0,-1.28,2025,2,1,8,5,2025-W08,1,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-02-27,SKU-101496,West,TOYS,67.0,174.72,1,0,1,-1.26,2025,2,1,9,3,2025-W09,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-17,SKU-101497,West,BEAUTY,46.0,127.94,0,0,0,0.01,2025,5,2,20,5,2025-W20,1,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-17,SKU-101498,East,ELECTRONICS,55.0,155.69,1,0,0,0.52,2025,2,1,8,0,2025-W08,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-27,SKU-101499,East,HOME,31.0,30.66,0,0,0,1.1,2024,10,4,43,6,2024-W43,1,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-30,SKU-101500,North,ELECTRONICS,38.0,32.85,0,0,0,1.3,2024,10,4,44,2,2024-W44,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-08-09,SKU-101501,West,KITCHEN,75.0,99.01,0,0,0,-0.97,2025,8,3,32,5,2025-W32,1,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-09,SKU-101502,East,ELECTRONICS,54.0,90.45,1,0,0,-0.55,2025,1,1,2,3,2025-W02,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-10,SKU-101503,East,ELECTRONICS,45.0,31.55,0,0,0,-0.92,2025,4,2,15,3,2025-W15,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-12-24,SKU-101504,North,PET,21.0,82.76,0,0,0,1.47,2024,12,4,52,1,2024-W52,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-10-15,SKU-101505,East,KITCHEN,30.0,146.77,0,0,0,-2.09,2024,10,4,42,1,2024-W42,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-08,SKU-101506,South,KITCHEN,28.0,125.05,0,0,0,1.67,2025,4,2,15,1,2025-W15,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-09-23,SKU-101507,West,TOYS,68.0,193.54,0,1,1,1.77,2024,9,3,39,0,2024-W39,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-22,SKU-101508,West,PET,51.0,42.36,0,0,0,-0.92,2025,5,2,21,3,2025-W21,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-06-29,SKU-101509,North,ELECTRONICS,54.0,185.16,0,0,0,-0.71,2025,6,2,26,6,2025-W26,1,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
